creationDate,startDate,endDate,value
2023-10-13 19:57:20 +0100,2023-10-13 19:57:19 +0100,2023-10-13 19:57:19 +0100,103
2023-10-13 19:57:25 +0100,2023-10-13 19:57:23 +0100,2023-10-13 19:57:23 +0100,101
2023-10-13 19:57:30 +0100,2023-10-13 19:57:25 +0100,2023-10-13 19:57:25 +0100,101
2023-10-13 19:57:35 +0100,2023-10-13 19:57:30 +0100,2023-10-13 19:57:30 +0100,100
2023-10-13 19:57:40 +0100,2023-10-13 19:57:39 +0100,2023-10-13 19:57:39 +0100,106
2023-10-13 19:57:45 +0100,2023-10-13 19:57:40 +0100,2023-10-13 19:57:40 +0100,105
2023-10-13 19:57:50 +0100,2023-10-13 19:57:45 +0100,2023-10-13 19:57:45 +0100,101
2023-10-13 19:57:55 +0100,2023-10-13 19:57:50 +0100,2023-10-13 19:57:50 +0100,100
2023-10-13 19:58:00 +0100,2023-10-13 19:57:59 +0100,2023-10-13 19:57:59 +0100,96
2023-10-13 19:58:05 +0100,2023-10-13 19:58:04 +0100,2023-10-13 19:58:04 +0100,95
2023-10-13 19:58:10 +0100,2023-10-13 19:58:07 +0100,2023-10-13 19:58:07 +0100,93
2023-10-13 19:58:15 +0100,2023-10-13 19:58:10 +0100,2023-10-13 19:58:10 +0100,94
2023-10-13 19:58:20 +0100,2023-10-13 19:58:19 +0100,2023-10-13 19:58:19 +0100,101
2023-10-13 19:58:25 +0100,2023-10-13 19:58:24 +0100,2023-10-13 19:58:24 +0100,106
2023-10-13 19:58:30 +0100,2023-10-13 19:58:25 +0100,2023-10-13 19:58:25 +0100,106
2023-10-13 19:58:35 +0100,2023-10-13 19:58:32 +0100,2023-10-13 19:58:32 +0100,101
2023-10-13 19:58:40 +0100,2023-10-13 19:58:35 +0100,2023-10-13 19:58:35 +0100,98
2023-10-13 19:58:44 +0100,2023-10-13 19:58:44 +0100,2023-10-13 19:58:44 +0100,94
2023-10-13 19:58:50 +0100,2023-10-13 19:58:45 +0100,2023-10-13 19:58:45 +0100,93
2023-10-13 19:58:54 +0100,2023-10-13 19:58:54 +0100,2023-10-13 19:58:54 +0100,94
2023-10-13 19:59:00 +0100,2023-10-13 19:58:59 +0100,2023-10-13 19:58:59 +0100,94
2023-10-13 19:59:05 +0100,2023-10-13 19:59:01 +0100,2023-10-13 19:59:01 +0100,95
2023-10-13 19:59:10 +0100,2023-10-13 19:59:08 +0100,2023-10-13 19:59:08 +0100,96
2023-10-13 19:59:15 +0100,2023-10-13 19:59:13 +0100,2023-10-13 19:59:13 +0100,90
2023-10-13 19:59:20 +0100,2023-10-13 19:59:19 +0100,2023-10-13 19:59:19 +0100,100
2023-10-13 19:59:25 +0100,2023-10-13 19:59:21 +0100,2023-10-13 19:59:21 +0100,102
2023-10-13 19:59:30 +0100,2023-10-13 19:59:29 +0100,2023-10-13 19:59:29 +0100,100
2023-10-13 19:59:35 +0100,2023-10-13 19:59:31 +0100,2023-10-13 19:59:31 +0100,102
2023-10-13 19:59:40 +0100,2023-10-13 19:59:35 +0100,2023-10-13 19:59:35 +0100,97
2023-10-13 19:59:45 +0100,2023-10-13 19:59:44 +0100,2023-10-13 19:59:44 +0100,92
2023-10-13 19:59:50 +0100,2023-10-13 19:59:49 +0100,2023-10-13 19:59:49 +0100,91
2023-10-13 19:59:55 +0100,2023-10-13 19:59:54 +0100,2023-10-13 19:59:54 +0100,90
2023-10-13 20:00:00 +0100,2023-10-13 19:59:55 +0100,2023-10-13 19:59:55 +0100,91
2023-10-13 20:00:05 +0100,2023-10-13 20:00:02 +0100,2023-10-13 20:00:02 +0100,92
2023-10-13 20:00:10 +0100,2023-10-13 20:00:05 +0100,2023-10-13 20:00:05 +0100,95
2023-10-13 20:00:15 +0100,2023-10-13 20:00:10 +0100,2023-10-13 20:00:10 +0100,91
2023-10-13 20:00:20 +0100,2023-10-13 20:00:19 +0100,2023-10-13 20:00:19 +0100,103
2023-10-13 20:00:25 +0100,2023-10-13 20:00:20 +0100,2023-10-13 20:00:20 +0100,105
2023-10-13 20:00:30 +0100,2023-10-13 20:00:27 +0100,2023-10-13 20:00:27 +0100,103
2023-10-13 20:00:35 +0100,2023-10-13 20:00:34 +0100,2023-10-13 20:00:34 +0100,95
2023-10-13 20:00:40 +0100,2023-10-13 20:00:39 +0100,2023-10-13 20:00:39 +0100,93
2023-10-13 20:00:45 +0100,2023-10-13 20:00:44 +0100,2023-10-13 20:00:44 +0100,92
2023-10-13 20:00:50 +0100,2023-10-13 20:00:45 +0100,2023-10-13 20:00:45 +0100,92
2023-10-13 20:00:55 +0100,2023-10-13 20:00:50 +0100,2023-10-13 20:00:50 +0100,90
2023-10-13 20:01:00 +0100,2023-10-13 20:00:59 +0100,2023-10-13 20:00:59 +0100,88
2023-10-13 20:01:05 +0100,2023-10-13 20:01:00 +0100,2023-10-13 20:01:00 +0100,86
2023-10-13 20:01:10 +0100,2023-10-13 20:01:09 +0100,2023-10-13 20:01:09 +0100,81
2023-10-13 20:01:15 +0100,2023-10-13 20:01:13 +0100,2023-10-13 20:01:13 +0100,85
2023-10-13 20:01:20 +0100,2023-10-13 20:01:15 +0100,2023-10-13 20:01:15 +0100,86
2023-10-13 20:01:25 +0100,2023-10-13 20:01:24 +0100,2023-10-13 20:01:24 +0100,90
2023-10-13 20:01:30 +0100,2023-10-13 20:01:29 +0100,2023-10-13 20:01:29 +0100,96
2023-10-13 20:01:35 +0100,2023-10-13 20:01:33 +0100,2023-10-13 20:01:33 +0100,95
2023-10-13 20:01:40 +0100,2023-10-13 20:01:38 +0100,2023-10-13 20:01:38 +0100,96
2023-10-13 20:01:45 +0100,2023-10-13 20:01:44 +0100,2023-10-13 20:01:44 +0100,100
2023-10-13 20:01:50 +0100,2023-10-13 20:01:46 +0100,2023-10-13 20:01:46 +0100,99
2023-10-13 20:01:55 +0100,2023-10-13 20:01:52 +0100,2023-10-13 20:01:52 +0100,98
2023-10-13 20:02:00 +0100,2023-10-13 20:01:59 +0100,2023-10-13 20:01:59 +0100,92
2023-10-13 20:02:05 +0100,2023-10-13 20:02:03 +0100,2023-10-13 20:02:03 +0100,91
2023-10-13 20:02:10 +0100,2023-10-13 20:02:07 +0100,2023-10-13 20:02:07 +0100,91
2023-10-13 20:02:15 +0100,2023-10-13 20:02:10 +0100,2023-10-13 20:02:10 +0100,91
2023-10-13 20:02:20 +0100,2023-10-13 20:02:19 +0100,2023-10-13 20:02:19 +0100,95
2023-10-13 20:02:25 +0100,2023-10-13 20:02:21 +0100,2023-10-13 20:02:21 +0100,97
2023-10-13 20:02:30 +0100,2023-10-13 20:02:25 +0100,2023-10-13 20:02:25 +0100,96
2023-10-13 20:02:35 +0100,2023-10-13 20:02:34 +0100,2023-10-13 20:02:34 +0100,109
2023-10-13 20:02:40 +0100,2023-10-13 20:02:39 +0100,2023-10-13 20:02:39 +0100,98
2023-10-13 20:02:45 +0100,2023-10-13 20:02:43 +0100,2023-10-13 20:02:43 +0100,96
2023-10-13 20:02:50 +0100,2023-10-13 20:02:45 +0100,2023-10-13 20:02:45 +0100,96
2023-10-13 20:02:55 +0100,2023-10-13 20:02:50 +0100,2023-10-13 20:02:50 +0100,103
2023-10-13 20:03:00 +0100,2023-10-13 20:02:56 +0100,2023-10-13 20:02:56 +0100,93
2023-10-13 20:03:05 +0100,2023-10-13 20:03:04 +0100,2023-10-13 20:03:04 +0100,99
2023-10-13 20:03:10 +0100,2023-10-13 20:03:08 +0100,2023-10-13 20:03:08 +0100,98
2023-10-13 20:03:15 +0100,2023-10-13 20:03:14 +0100,2023-10-13 20:03:14 +0100,99
2023-10-13 20:03:20 +0100,2023-10-13 20:03:19 +0100,2023-10-13 20:03:19 +0100,100
2023-10-13 20:03:25 +0100,2023-10-13 20:03:22 +0100,2023-10-13 20:03:22 +0100,100
2023-10-13 20:03:30 +0100,2023-10-13 20:03:29 +0100,2023-10-13 20:03:29 +0100,95
2023-10-13 20:03:35 +0100,2023-10-13 20:03:32 +0100,2023-10-13 20:03:32 +0100,96
2023-10-13 20:03:40 +0100,2023-10-13 20:03:38 +0100,2023-10-13 20:03:38 +0100,93
2023-10-13 20:03:45 +0100,2023-10-13 20:03:41 +0100,2023-10-13 20:03:41 +0100,92
2023-10-13 20:03:50 +0100,2023-10-13 20:03:49 +0100,2023-10-13 20:03:49 +0100,96
2023-10-13 20:03:55 +0100,2023-10-13 20:03:54 +0100,2023-10-13 20:03:54 +0100,97
2023-10-13 20:04:00 +0100,2023-10-13 20:03:59 +0100,2023-10-13 20:03:59 +0100,97
2023-10-13 20:04:05 +0100,2023-10-13 20:04:01 +0100,2023-10-13 20:04:01 +0100,97
2023-10-13 20:04:10 +0100,2023-10-13 20:04:08 +0100,2023-10-13 20:04:08 +0100,96
2023-10-13 20:04:15 +0100,2023-10-13 20:04:11 +0100,2023-10-13 20:04:11 +0100,96
2023-10-13 20:04:21 +0100,2023-10-13 20:04:17 +0100,2023-10-13 20:04:17 +0100,98
2023-10-13 20:04:26 +0100,2023-10-13 20:04:23 +0100,2023-10-13 20:04:23 +0100,93
2023-10-13 20:04:31 +0100,2023-10-13 20:04:27 +0100,2023-10-13 20:04:27 +0100,99
2023-10-13 20:04:36 +0100,2023-10-13 20:04:33 +0100,2023-10-13 20:04:33 +0100,96
2023-10-13 20:04:41 +0100,2023-10-13 20:04:37 +0100,2023-10-13 20:04:37 +0100,101
2023-10-13 20:04:46 +0100,2023-10-13 20:04:41 +0100,2023-10-13 20:04:41 +0100,101
2023-10-13 20:04:51 +0100,2023-10-13 20:04:46 +0100,2023-10-13 20:04:46 +0100,94
2023-10-13 20:04:57 +0100,2023-10-13 20:04:56 +0100,2023-10-13 20:04:56 +0100,101
2023-10-13 20:05:02 +0100,2023-10-13 20:04:57 +0100,2023-10-13 20:04:57 +0100,101
2023-10-13 20:05:07 +0100,2023-10-13 20:05:04 +0100,2023-10-13 20:05:04 +0100,97
2023-10-13 20:05:12 +0100,2023-10-13 20:05:11 +0100,2023-10-13 20:05:11 +0100,98
2023-10-13 20:05:17 +0100,2023-10-13 20:05:16 +0100,2023-10-13 20:05:16 +0100,100
2023-10-13 20:05:22 +0100,2023-10-13 20:05:17 +0100,2023-10-13 20:05:17 +0100,100
2023-10-13 20:05:27 +0100,2023-10-13 20:05:26 +0100,2023-10-13 20:05:26 +0100,99
2023-10-13 20:05:32 +0100,2023-10-13 20:05:31 +0100,2023-10-13 20:05:31 +0100,103
2023-10-13 20:05:37 +0100,2023-10-13 20:05:36 +0100,2023-10-13 20:05:36 +0100,104
2023-10-13 20:05:42 +0100,2023-10-13 20:05:40 +0100,2023-10-13 20:05:40 +0100,105
2023-10-13 20:05:47 +0100,2023-10-13 20:05:42 +0100,2023-10-13 20:05:42 +0100,106
2023-10-13 20:05:52 +0100,2023-10-13 20:05:51 +0100,2023-10-13 20:05:51 +0100,99
2023-10-13 20:05:57 +0100,2023-10-13 20:05:52 +0100,2023-10-13 20:05:52 +0100,99
2023-10-13 20:06:02 +0100,2023-10-13 20:05:59 +0100,2023-10-13 20:05:59 +0100,98
2023-10-13 20:06:07 +0100,2023-10-13 20:06:02 +0100,2023-10-13 20:06:02 +0100,97
2023-10-13 20:06:12 +0100,2023-10-13 20:06:10 +0100,2023-10-13 20:06:10 +0100,103
2023-10-13 20:06:17 +0100,2023-10-13 20:06:12 +0100,2023-10-13 20:06:12 +0100,102
2023-10-13 20:06:22 +0100,2023-10-13 20:06:18 +0100,2023-10-13 20:06:18 +0100,105
2023-10-13 20:06:27 +0100,2023-10-13 20:06:22 +0100,2023-10-13 20:06:22 +0100,103
2023-10-13 20:06:32 +0100,2023-10-13 20:06:29 +0100,2023-10-13 20:06:29 +0100,99
2023-10-13 20:06:37 +0100,2023-10-13 20:06:34 +0100,2023-10-13 20:06:34 +0100,95
2023-10-13 20:06:42 +0100,2023-10-13 20:06:41 +0100,2023-10-13 20:06:41 +0100,96
2023-10-13 20:06:47 +0100,2023-10-13 20:06:45 +0100,2023-10-13 20:06:45 +0100,96
2023-10-13 20:06:52 +0100,2023-10-13 20:06:49 +0100,2023-10-13 20:06:49 +0100,98
2023-10-13 20:06:57 +0100,2023-10-13 20:06:56 +0100,2023-10-13 20:06:56 +0100,97
2023-10-13 20:07:02 +0100,2023-10-13 20:06:57 +0100,2023-10-13 20:06:57 +0100,97
2023-10-13 20:07:07 +0100,2023-10-13 20:07:03 +0100,2023-10-13 20:07:03 +0100,97
2023-10-13 20:07:12 +0100,2023-10-13 20:07:07 +0100,2023-10-13 20:07:07 +0100,99
2023-10-13 20:07:17 +0100,2023-10-13 20:07:16 +0100,2023-10-13 20:07:16 +0100,99
2023-10-13 20:07:22 +0100,2023-10-13 20:07:17 +0100,2023-10-13 20:07:17 +0100,100
2023-10-13 20:07:27 +0100,2023-10-13 20:07:23 +0100,2023-10-13 20:07:23 +0100,91
2023-10-13 20:07:32 +0100,2023-10-13 20:07:30 +0100,2023-10-13 20:07:30 +0100,99
2023-10-13 20:07:37 +0100,2023-10-13 20:07:32 +0100,2023-10-13 20:07:32 +0100,98
2023-10-13 20:07:42 +0100,2023-10-13 20:07:37 +0100,2023-10-13 20:07:37 +0100,96
2023-10-13 20:07:47 +0100,2023-10-13 20:07:45 +0100,2023-10-13 20:07:45 +0100,96
2023-10-13 20:07:52 +0100,2023-10-13 20:07:47 +0100,2023-10-13 20:07:47 +0100,97
2023-10-13 20:07:57 +0100,2023-10-13 20:07:56 +0100,2023-10-13 20:07:56 +0100,102
2023-10-13 20:08:02 +0100,2023-10-13 20:08:00 +0100,2023-10-13 20:08:00 +0100,103
2023-10-13 20:08:07 +0100,2023-10-13 20:08:02 +0100,2023-10-13 20:08:02 +0100,104
2023-10-13 20:08:12 +0100,2023-10-13 20:08:09 +0100,2023-10-13 20:08:09 +0100,98
2023-10-13 20:08:17 +0100,2023-10-13 20:08:12 +0100,2023-10-13 20:08:12 +0100,101
2023-10-13 20:08:22 +0100,2023-10-13 20:08:21 +0100,2023-10-13 20:08:21 +0100,102
2023-10-13 20:08:27 +0100,2023-10-13 20:08:22 +0100,2023-10-13 20:08:22 +0100,102
2023-10-13 20:08:32 +0100,2023-10-13 20:08:30 +0100,2023-10-13 20:08:30 +0100,102
2023-10-13 20:08:37 +0100,2023-10-13 20:08:35 +0100,2023-10-13 20:08:35 +0100,98
2023-10-13 20:08:42 +0100,2023-10-13 20:08:41 +0100,2023-10-13 20:08:41 +0100,96
2023-10-13 20:08:47 +0100,2023-10-13 20:08:42 +0100,2023-10-13 20:08:42 +0100,96
2023-10-13 20:08:52 +0100,2023-10-13 20:08:48 +0100,2023-10-13 20:08:48 +0100,91
2023-10-13 20:08:57 +0100,2023-10-13 20:08:55 +0100,2023-10-13 20:08:55 +0100,90
2023-10-13 20:09:02 +0100,2023-10-13 20:08:57 +0100,2023-10-13 20:08:57 +0100,90
2023-10-13 20:09:07 +0100,2023-10-13 20:09:03 +0100,2023-10-13 20:09:03 +0100,97
2023-10-13 20:09:12 +0100,2023-10-13 20:09:11 +0100,2023-10-13 20:09:11 +0100,101
2023-10-13 20:09:17 +0100,2023-10-13 20:09:15 +0100,2023-10-13 20:09:15 +0100,102
2023-10-13 20:09:22 +0100,2023-10-13 20:09:21 +0100,2023-10-13 20:09:21 +0100,94
2023-10-13 20:09:27 +0100,2023-10-13 20:09:24 +0100,2023-10-13 20:09:24 +0100,93
2023-10-13 20:09:32 +0100,2023-10-13 20:09:28 +0100,2023-10-13 20:09:28 +0100,96
2023-10-13 20:09:37 +0100,2023-10-13 20:09:32 +0100,2023-10-13 20:09:32 +0100,95
2023-10-13 20:09:42 +0100,2023-10-13 20:09:40 +0100,2023-10-13 20:09:40 +0100,91
2023-10-13 20:09:47 +0100,2023-10-13 20:09:46 +0100,2023-10-13 20:09:46 +0100,101
2023-10-13 20:09:52 +0100,2023-10-13 20:09:49 +0100,2023-10-13 20:09:49 +0100,106
2023-10-13 20:09:57 +0100,2023-10-13 20:09:52 +0100,2023-10-13 20:09:52 +0100,111
2023-10-13 20:10:02 +0100,2023-10-13 20:10:01 +0100,2023-10-13 20:10:01 +0100,95
2023-10-13 20:10:07 +0100,2023-10-13 20:10:06 +0100,2023-10-13 20:10:06 +0100,105
2023-10-13 20:10:12 +0100,2023-10-13 20:10:11 +0100,2023-10-13 20:10:11 +0100,105
2023-10-13 20:10:17 +0100,2023-10-13 20:10:12 +0100,2023-10-13 20:10:12 +0100,104
2023-10-13 20:10:22 +0100,2023-10-13 20:10:17 +0100,2023-10-13 20:10:17 +0100,105
2023-10-13 20:10:27 +0100,2023-10-13 20:10:26 +0100,2023-10-13 20:10:26 +0100,98
2023-10-13 20:10:32 +0100,2023-10-13 20:10:28 +0100,2023-10-13 20:10:28 +0100,96
2023-10-13 20:10:37 +0100,2023-10-13 20:10:36 +0100,2023-10-13 20:10:36 +0100,111
2023-10-13 20:10:42 +0100,2023-10-13 20:10:37 +0100,2023-10-13 20:10:37 +0100,109
2023-10-13 20:10:47 +0100,2023-10-13 20:10:46 +0100,2023-10-13 20:10:46 +0100,108
2023-10-13 20:10:52 +0100,2023-10-13 20:10:50 +0100,2023-10-13 20:10:50 +0100,106
2023-10-13 20:10:57 +0100,2023-10-13 20:10:55 +0100,2023-10-13 20:10:55 +0100,110
2023-10-13 20:11:02 +0100,2023-10-13 20:11:00 +0100,2023-10-13 20:11:00 +0100,104
2023-10-13 20:11:07 +0100,2023-10-13 20:11:04 +0100,2023-10-13 20:11:04 +0100,105
2023-10-13 20:11:12 +0100,2023-10-13 20:11:10 +0100,2023-10-13 20:11:10 +0100,98
2023-10-13 20:18:38 +0100,2023-10-13 20:13:36 +0100,2023-10-13 20:13:36 +0100,99
2023-10-13 20:24:36 +0100,2023-10-13 20:17:40 +0100,2023-10-13 20:17:40 +0100,95
2023-10-13 20:26:45 +0100,2023-10-13 20:24:33 +0100,2023-10-13 20:24:33 +0100,99
2023-10-13 20:32:14 +0100,2023-10-13 20:25:47 +0100,2023-10-13 20:25:47 +0100,100
2023-10-13 20:40:12 +0100,2023-10-13 20:31:59 +0100,2023-10-13 20:31:59 +0100,99
2023-10-13 20:41:18 +0100,2023-10-13 20:37:40 +0100,2023-10-13 20:37:40 +0100,101
2023-10-13 20:46:21 +0100,2023-10-13 20:42:35 +0100,2023-10-13 20:42:35 +0100,99
2023-10-13 20:52:16 +0100,2023-10-13 20:45:34 +0100,2023-10-13 20:45:34 +0100,98
2023-10-13 20:56:21 +0100,2023-10-13 20:53:34 +0100,2023-10-13 20:53:34 +0100,97
2023-10-13 21:01:06 +0100,2023-10-13 20:55:35 +0100,2023-10-13 20:55:35 +0100,100
2023-10-13 21:06:40 +0100,2023-10-13 21:04:58 +0100,2023-10-13 21:04:58 +0100,96
2023-10-13 21:11:12 +0100,2023-10-13 21:08:40 +0100,2023-10-13 21:08:40 +0100,98
2023-10-13 21:17:23 +0100,2023-10-13 21:10:24 +0100,2023-10-13 21:10:24 +0100,96
2023-10-13 21:17:54 +0100,2023-10-13 21:16:51 +0100,2023-10-13 21:16:51 +0100,96.2185
2023-10-13 21:21:51 +0100,2023-10-13 21:19:58 +0100,2023-10-13 21:19:58 +0100,90
2023-10-13 21:27:15 +0100,2023-10-13 21:21:20 +0100,2023-10-13 21:21:20 +0100,89
2023-10-13 21:27:54 +0100,2023-10-13 21:26:52 +0100,2023-10-13 21:26:52 +0100,95.4926
2023-10-13 21:32:53 +0100,2023-10-13 21:26:44 +0100,2023-10-13 21:26:44 +0100,95
2023-10-13 21:38:05 +0100,2023-10-13 21:32:24 +0100,2023-10-13 21:32:24 +0100,94
2023-10-13 21:43:00 +0100,2023-10-13 21:39:20 +0100,2023-10-13 21:39:20 +0100,93
2023-10-13 21:47:28 +0100,2023-10-13 21:41:53 +0100,2023-10-13 21:41:53 +0100,95
2023-10-13 21:50:57 +0100,2023-10-13 21:45:28 +0100,2023-10-13 21:45:28 +0100,96
2023-10-13 22:00:13 +0100,2023-10-13 21:51:17 +0100,2023-10-13 21:51:17 +0100,94
2023-10-13 22:00:45 +0100,2023-10-13 22:00:44 +0100,2023-10-13 22:00:44 +0100,166
2023-10-13 22:00:50 +0100,2023-10-13 22:00:49 +0100,2023-10-13 22:00:49 +0100,162
2023-10-13 22:00:55 +0100,2023-10-13 22:00:53 +0100,2023-10-13 22:00:53 +0100,162
2023-10-13 22:01:00 +0100,2023-10-13 22:00:55 +0100,2023-10-13 22:00:55 +0100,162
2023-10-13 22:01:05 +0100,2023-10-13 22:01:00 +0100,2023-10-13 22:01:00 +0100,162
2023-10-13 22:01:10 +0100,2023-10-13 22:01:08 +0100,2023-10-13 22:01:08 +0100,164
2023-10-13 22:01:15 +0100,2023-10-13 22:01:11 +0100,2023-10-13 22:01:11 +0100,164
2023-10-13 22:01:20 +0100,2023-10-13 22:01:15 +0100,2023-10-13 22:01:15 +0100,166
2023-10-13 22:01:25 +0100,2023-10-13 22:01:20 +0100,2023-10-13 22:01:20 +0100,168
2023-10-13 22:01:30 +0100,2023-10-13 22:01:28 +0100,2023-10-13 22:01:28 +0100,170
2023-10-13 22:01:36 +0100,2023-10-13 22:01:35 +0100,2023-10-13 22:01:35 +0100,171
2023-10-13 22:01:40 +0100,2023-10-13 22:01:40 +0100,2023-10-13 22:01:40 +0100,166
2023-10-13 22:01:46 +0100,2023-10-13 22:01:45 +0100,2023-10-13 22:01:45 +0100,167
2023-10-13 22:01:51 +0100,2023-10-13 22:01:50 +0100,2023-10-13 22:01:50 +0100,167
2023-10-13 22:01:56 +0100,2023-10-13 22:01:51 +0100,2023-10-13 22:01:51 +0100,167
2023-10-13 22:02:01 +0100,2023-10-13 22:01:56 +0100,2023-10-13 22:01:56 +0100,168
2023-10-13 22:02:06 +0100,2023-10-13 22:02:01 +0100,2023-10-13 22:02:01 +0100,167
2023-10-13 22:02:11 +0100,2023-10-13 22:02:10 +0100,2023-10-13 22:02:10 +0100,169
2023-10-13 22:02:16 +0100,2023-10-13 22:02:12 +0100,2023-10-13 22:02:12 +0100,169
2023-10-13 22:02:21 +0100,2023-10-13 22:02:16 +0100,2023-10-13 22:02:16 +0100,170
2023-10-13 22:02:26 +0100,2023-10-13 22:02:25 +0100,2023-10-13 22:02:25 +0100,170
2023-10-13 22:02:31 +0100,2023-10-13 22:02:26 +0100,2023-10-13 22:02:26 +0100,169
2023-10-13 22:02:36 +0100,2023-10-13 22:02:32 +0100,2023-10-13 22:02:32 +0100,170
2023-10-13 22:02:41 +0100,2023-10-13 22:02:37 +0100,2023-10-13 22:02:37 +0100,171
2023-10-13 22:02:46 +0100,2023-10-13 22:02:41 +0100,2023-10-13 22:02:41 +0100,171
2023-10-13 22:02:51 +0100,2023-10-13 22:02:46 +0100,2023-10-13 22:02:46 +0100,171
2023-10-13 22:02:56 +0100,2023-10-13 22:02:55 +0100,2023-10-13 22:02:55 +0100,170
2023-10-13 22:03:01 +0100,2023-10-13 22:02:58 +0100,2023-10-13 22:02:58 +0100,168
2023-10-13 22:03:06 +0100,2023-10-13 22:03:01 +0100,2023-10-13 22:03:01 +0100,170
2023-10-13 22:03:11 +0100,2023-10-13 22:03:06 +0100,2023-10-13 22:03:06 +0100,170
2023-10-13 22:03:16 +0100,2023-10-13 22:03:14 +0100,2023-10-13 22:03:14 +0100,170
2023-10-13 22:03:21 +0100,2023-10-13 22:03:20 +0100,2023-10-13 22:03:20 +0100,171
2023-10-13 22:03:26 +0100,2023-10-13 22:03:25 +0100,2023-10-13 22:03:25 +0100,169
2023-10-13 22:03:31 +0100,2023-10-13 22:03:26 +0100,2023-10-13 22:03:26 +0100,169
2023-10-13 22:03:35 +0100,2023-10-13 22:03:31 +0100,2023-10-13 22:03:31 +0100,170
2023-10-13 22:03:41 +0100,2023-10-13 22:03:40 +0100,2023-10-13 22:03:40 +0100,169
2023-10-13 22:03:46 +0100,2023-10-13 22:03:44 +0100,2023-10-13 22:03:44 +0100,169
2023-10-13 22:03:51 +0100,2023-10-13 22:03:46 +0100,2023-10-13 22:03:46 +0100,169
2023-10-13 22:03:56 +0100,2023-10-13 22:03:55 +0100,2023-10-13 22:03:55 +0100,169
2023-10-13 22:04:01 +0100,2023-10-13 22:03:56 +0100,2023-10-13 22:03:56 +0100,170
2023-10-13 22:04:06 +0100,2023-10-13 22:04:04 +0100,2023-10-13 22:04:04 +0100,169
2023-10-13 22:04:11 +0100,2023-10-13 22:04:07 +0100,2023-10-13 22:04:07 +0100,169
2023-10-13 22:04:16 +0100,2023-10-13 22:04:15 +0100,2023-10-13 22:04:15 +0100,167
2023-10-13 22:04:21 +0100,2023-10-13 22:04:16 +0100,2023-10-13 22:04:16 +0100,167
2023-10-13 22:04:26 +0100,2023-10-13 22:04:22 +0100,2023-10-13 22:04:22 +0100,166
2023-10-13 22:04:31 +0100,2023-10-13 22:04:27 +0100,2023-10-13 22:04:27 +0100,166
2023-10-13 22:04:36 +0100,2023-10-13 22:04:33 +0100,2023-10-13 22:04:33 +0100,166
2023-10-13 22:04:41 +0100,2023-10-13 22:04:40 +0100,2023-10-13 22:04:40 +0100,169
2023-10-13 22:04:46 +0100,2023-10-13 22:04:41 +0100,2023-10-13 22:04:41 +0100,168
2023-10-13 22:04:51 +0100,2023-10-13 22:04:46 +0100,2023-10-13 22:04:46 +0100,166
2023-10-13 22:04:56 +0100,2023-10-13 22:04:55 +0100,2023-10-13 22:04:55 +0100,166
2023-10-13 22:05:01 +0100,2023-10-13 22:04:59 +0100,2023-10-13 22:04:59 +0100,166
2023-10-13 22:05:06 +0100,2023-10-13 22:05:03 +0100,2023-10-13 22:05:03 +0100,166
2023-10-13 22:05:11 +0100,2023-10-13 22:05:10 +0100,2023-10-13 22:05:10 +0100,168
2023-10-13 22:05:15 +0100,2023-10-13 22:05:13 +0100,2023-10-13 22:05:13 +0100,170
2023-10-13 22:05:21 +0100,2023-10-13 22:05:17 +0100,2023-10-13 22:05:17 +0100,170
2023-10-13 22:05:26 +0100,2023-10-13 22:05:22 +0100,2023-10-13 22:05:22 +0100,169
2023-10-13 22:05:31 +0100,2023-10-13 22:05:26 +0100,2023-10-13 22:05:26 +0100,169
2023-10-13 22:05:36 +0100,2023-10-13 22:05:34 +0100,2023-10-13 22:05:34 +0100,168
2023-10-13 22:05:41 +0100,2023-10-13 22:05:38 +0100,2023-10-13 22:05:38 +0100,168
2023-10-13 22:05:46 +0100,2023-10-13 22:05:42 +0100,2023-10-13 22:05:42 +0100,168
2023-10-13 22:05:51 +0100,2023-10-13 22:05:48 +0100,2023-10-13 22:05:48 +0100,169
2023-10-13 22:05:56 +0100,2023-10-13 22:05:52 +0100,2023-10-13 22:05:52 +0100,170
2023-10-13 22:06:01 +0100,2023-10-13 22:06:00 +0100,2023-10-13 22:06:00 +0100,169
2023-10-13 22:06:06 +0100,2023-10-13 22:06:03 +0100,2023-10-13 22:06:03 +0100,171
2023-10-13 22:06:11 +0100,2023-10-13 22:06:07 +0100,2023-10-13 22:06:07 +0100,170
2023-10-13 22:06:16 +0100,2023-10-13 22:06:11 +0100,2023-10-13 22:06:11 +0100,168
2023-10-13 22:06:21 +0100,2023-10-13 22:06:16 +0100,2023-10-13 22:06:16 +0100,171
2023-10-13 22:06:26 +0100,2023-10-13 22:06:24 +0100,2023-10-13 22:06:24 +0100,173
2023-10-13 22:06:31 +0100,2023-10-13 22:06:30 +0100,2023-10-13 22:06:30 +0100,172
2023-10-13 22:06:36 +0100,2023-10-13 22:06:35 +0100,2023-10-13 22:06:35 +0100,171
2023-10-13 22:06:41 +0100,2023-10-13 22:06:38 +0100,2023-10-13 22:06:38 +0100,171
2023-10-13 22:06:46 +0100,2023-10-13 22:06:42 +0100,2023-10-13 22:06:42 +0100,171
