creationDate,startDate,endDate,value
2023-10-01 20:34:49 +0100,2023-10-01 20:32:17 +0100,2023-10-01 20:32:17 +0100,67
2023-10-01 20:44:46 +0100,2023-10-01 20:38:26 +0100,2023-10-01 20:38:26 +0100,64
2023-10-01 20:44:46 +0100,2023-10-01 20:40:30 +0100,2023-10-01 20:40:30 +0100,55
2023-10-01 20:51:00 +0100,2023-10-01 20:45:42 +0100,2023-10-01 20:45:42 +0100,62
2023-10-01 20:56:08 +0100,2023-10-01 20:52:03 +0100,2023-10-01 20:52:03 +0100,56
2023-10-01 20:59:41 +0100,2023-10-01 20:59:33 +0100,2023-10-01 20:59:33 +0100,60
2023-10-01 21:02:51 +0100,2023-10-01 21:01:01 +0100,2023-10-01 21:01:01 +0100,60.0409
2023-10-01 21:06:24 +0100,2023-10-01 21:00:57 +0100,2023-10-01 21:00:57 +0100,61
2023-10-01 21:10:19 +0100,2023-10-01 21:06:10 +0100,2023-10-01 21:06:10 +0100,67
2023-10-01 21:35:07 +0100,2023-10-01 21:12:44 +0100,2023-10-01 21:12:44 +0100,59
2023-10-01 21:39:06 +0100,2023-10-01 21:39:06 +0100,2023-10-01 21:39:06 +0100,57
2023-10-01 21:39:51 +0100,2023-10-01 21:39:32 +0100,2023-10-01 21:39:32 +0100,58
2023-10-01 21:45:05 +0100,2023-10-01 21:41:06 +0100,2023-10-01 21:41:06 +0100,60
2023-10-01 21:50:00 +0100,2023-10-01 21:49:11 +0100,2023-10-01 21:49:11 +0100,57
2023-10-01 21:57:10 +0100,2023-10-01 21:50:14 +0100,2023-10-01 21:50:14 +0100,59
2023-10-01 22:00:54 +0100,2023-10-01 21:56:08 +0100,2023-10-01 21:56:08 +0100,52
2023-10-01 22:06:15 +0100,2023-10-01 22:02:09 +0100,2023-10-01 22:02:09 +0100,51
2023-10-01 22:09:29 +0100,2023-10-01 22:09:29 +0100,2023-10-01 22:09:29 +0100,50
2023-10-01 22:12:14 +0100,2023-10-01 22:07:54 +0100,2023-10-01 22:07:54 +0100,53
2023-10-01 22:20:59 +0100,2023-10-01 22:12:31 +0100,2023-10-01 22:12:31 +0100,52
2023-10-01 22:20:59 +0100,2023-10-01 22:14:59 +0100,2023-10-01 22:14:59 +0100,52
2023-10-01 22:24:41 +0100,2023-10-01 22:19:54 +0100,2023-10-01 22:19:54 +0100,52
2023-10-01 22:30:40 +0100,2023-10-01 22:24:36 +0100,2023-10-01 22:24:36 +0100,52
2023-10-01 22:36:28 +0100,2023-10-01 22:29:39 +0100,2023-10-01 22:29:39 +0100,50
2023-10-01 22:39:30 +0100,2023-10-01 22:39:30 +0100,2023-10-01 22:39:30 +0100,49
2023-10-01 22:44:34 +0100,2023-10-01 22:37:13 +0100,2023-10-01 22:37:13 +0100,50
2023-10-01 22:49:33 +0100,2023-10-01 22:39:36 +0100,2023-10-01 22:39:36 +0100,50
2023-10-01 22:50:01 +0100,2023-10-01 22:46:24 +0100,2023-10-01 22:46:24 +0100,49
2023-10-01 22:55:15 +0100,2023-10-01 22:49:36 +0100,2023-10-01 22:49:36 +0100,49
2023-10-01 23:00:06 +0100,2023-10-01 22:54:36 +0100,2023-10-01 22:54:36 +0100,49
2023-10-01 23:01:23 +0100,2023-10-01 22:59:26 +0100,2023-10-01 22:59:26 +0100,51.5161
2023-10-01 23:06:18 +0100,2023-10-01 23:01:46 +0100,2023-10-01 23:01:46 +0100,50
2023-10-01 23:09:31 +0100,2023-10-01 23:09:30 +0100,2023-10-01 23:09:30 +0100,52
2023-10-01 23:16:23 +0100,2023-10-01 23:06:06 +0100,2023-10-01 23:06:06 +0100,52
2023-10-01 23:16:23 +0100,2023-10-01 23:10:19 +0100,2023-10-01 23:10:19 +0100,50
2023-10-01 23:23:25 +0100,2023-10-01 23:18:24 +0100,2023-10-01 23:18:24 +0100,52
2023-10-01 23:25:55 +0100,2023-10-01 23:19:37 +0100,2023-10-01 23:19:37 +0100,52
2023-10-01 23:33:33 +0100,2023-10-01 23:24:37 +0100,2023-10-01 23:24:37 +0100,51
2023-10-01 23:38:00 +0100,2023-10-01 23:33:12 +0100,2023-10-01 23:33:12 +0100,52
2023-10-01 23:39:31 +0100,2023-10-01 23:39:31 +0100,2023-10-01 23:39:31 +0100,49
2023-10-01 23:45:33 +0100,2023-10-01 23:36:03 +0100,2023-10-01 23:36:03 +0100,52
2023-10-01 23:45:35 +0100,2023-10-01 23:41:25 +0100,2023-10-01 23:41:25 +0100,51
2023-10-01 23:50:02 +0100,2023-10-01 23:45:26 +0100,2023-10-01 23:45:26 +0100,51
2023-10-01 23:54:46 +0100,2023-10-01 23:49:33 +0100,2023-10-01 23:49:33 +0100,52
2023-10-02 00:01:40 +0100,2023-10-01 23:54:33 +0100,2023-10-01 23:54:33 +0100,51
2023-10-02 00:09:19 +0100,2023-10-01 23:59:34 +0100,2023-10-01 23:59:34 +0100,49
2023-10-02 00:09:32 +0100,2023-10-02 00:09:32 +0100,2023-10-02 00:09:32 +0100,53
2023-10-02 00:19:28 +0100,2023-10-02 00:04:45 +0100,2023-10-02 00:04:45 +0100,49
2023-10-02 00:19:28 +0100,2023-10-02 00:12:51 +0100,2023-10-02 00:12:51 +0100,52
2023-10-02 00:23:39 +0100,2023-10-02 00:14:41 +0100,2023-10-02 00:14:41 +0100,53
2023-10-02 00:25:40 +0100,2023-10-02 00:20:17 +0100,2023-10-02 00:20:17 +0100,50
2023-10-02 00:30:09 +0100,2023-10-02 00:27:44 +0100,2023-10-02 00:27:44 +0100,52
2023-10-02 00:35:36 +0100,2023-10-02 00:29:42 +0100,2023-10-02 00:29:42 +0100,51
2023-10-02 00:39:58 +0100,2023-10-02 00:39:58 +0100,2023-10-02 00:39:58 +0100,52
2023-10-02 00:40:35 +0100,2023-10-02 00:35:11 +0100,2023-10-02 00:35:11 +0100,51
2023-10-02 00:46:53 +0100,2023-10-02 00:42:57 +0100,2023-10-02 00:42:57 +0100,51
2023-10-02 00:50:01 +0100,2023-10-02 00:46:44 +0100,2023-10-02 00:46:44 +0100,49
2023-10-02 00:57:50 +0100,2023-10-02 00:50:39 +0100,2023-10-02 00:50:39 +0100,50
2023-10-02 01:02:49 +0100,2023-10-02 00:56:20 +0100,2023-10-02 00:56:20 +0100,49
2023-10-02 01:02:49 +0100,2023-10-02 00:59:30 +0100,2023-10-02 00:59:30 +0100,48.3914
2023-10-02 01:09:46 +0100,2023-10-02 00:59:38 +0100,2023-10-02 00:59:38 +0100,49
2023-10-02 01:09:54 +0100,2023-10-02 01:07:26 +0100,2023-10-02 01:07:26 +0100,50
2023-10-02 01:19:53 +0100,2023-10-02 01:14:18 +0100,2023-10-02 01:14:18 +0100,50
2023-10-02 01:19:53 +0100,2023-10-02 01:15:37 +0100,2023-10-02 01:15:37 +0100,48
2023-10-02 01:27:51 +0100,2023-10-02 01:19:38 +0100,2023-10-02 01:19:38 +0100,51
2023-10-02 01:33:02 +0100,2023-10-02 01:24:49 +0100,2023-10-02 01:24:49 +0100,51
2023-10-02 01:39:59 +0100,2023-10-02 01:39:59 +0100,2023-10-02 01:39:59 +0100,50
2023-10-02 01:40:00 +0100,2023-10-02 01:29:58 +0100,2023-10-02 01:29:58 +0100,50
2023-10-02 01:41:31 +0100,2023-10-02 01:34:43 +0100,2023-10-02 01:34:43 +0100,50
2023-10-02 01:49:59 +0100,2023-10-02 01:41:21 +0100,2023-10-02 01:41:21 +0100,49
2023-10-02 01:49:59 +0100,2023-10-02 01:44:58 +0100,2023-10-02 01:44:58 +0100,50
2023-10-02 02:00:56 +0100,2023-10-02 01:51:26 +0100,2023-10-02 01:51:26 +0100,48
2023-10-02 02:00:56 +0100,2023-10-02 01:57:33 +0100,2023-10-02 01:57:33 +0100,51
2023-10-02 02:06:08 +0100,2023-10-02 01:59:36 +0100,2023-10-02 01:59:36 +0100,50
2023-10-02 02:10:00 +0100,2023-10-02 02:10:00 +0100,2023-10-02 02:10:00 +0100,47
2023-10-02 02:16:13 +0100,2023-10-02 02:05:08 +0100,2023-10-02 02:05:08 +0100,52
2023-10-02 02:16:13 +0100,2023-10-02 02:13:34 +0100,2023-10-02 02:13:34 +0100,49
2023-10-02 02:20:33 +0100,2023-10-02 02:15:58 +0100,2023-10-02 02:15:58 +0100,52
2023-10-02 02:29:33 +0100,2023-10-02 02:20:28 +0100,2023-10-02 02:20:28 +0100,49
2023-10-02 02:33:03 +0100,2023-10-02 02:26:28 +0100,2023-10-02 02:26:28 +0100,49
2023-10-02 02:34:59 +0100,2023-10-02 02:33:20 +0100,2023-10-02 02:33:20 +0100,50
2023-10-02 02:40:01 +0100,2023-10-02 02:40:00 +0100,2023-10-02 02:40:00 +0100,48
2023-10-02 02:40:29 +0100,2023-10-02 02:34:33 +0100,2023-10-02 02:34:33 +0100,51
2023-10-02 02:49:40 +0100,2023-10-02 02:40:33 +0100,2023-10-02 02:40:33 +0100,48
2023-10-02 02:50:01 +0100,2023-10-02 02:44:37 +0100,2023-10-02 02:44:37 +0100,50
2023-10-02 03:00:04 +0100,2023-10-02 02:49:39 +0100,2023-10-02 02:49:39 +0100,50
2023-10-02 03:00:04 +0100,2023-10-02 02:54:50 +0100,2023-10-02 02:54:50 +0100,52
2023-10-02 03:01:39 +0100,2023-10-02 02:59:27 +0100,2023-10-02 02:59:27 +0100,51.9157
2023-10-02 03:05:07 +0100,2023-10-02 03:00:51 +0100,2023-10-02 03:00:51 +0100,52
2023-10-02 03:10:02 +0100,2023-10-02 03:10:01 +0100,2023-10-02 03:10:01 +0100,51
2023-10-02 03:10:48 +0100,2023-10-02 03:09:10 +0100,2023-10-02 03:09:10 +0100,52
2023-10-02 03:18:47 +0100,2023-10-02 03:10:13 +0100,2023-10-02 03:10:13 +0100,50
2023-10-02 03:20:00 +0100,2023-10-02 03:17:18 +0100,2023-10-02 03:17:18 +0100,50
2023-10-02 03:31:08 +0100,2023-10-02 03:21:04 +0100,2023-10-02 03:21:04 +0100,48
2023-10-02 03:31:08 +0100,2023-10-02 03:28:13 +0100,2023-10-02 03:28:13 +0100,51
2023-10-02 03:36:09 +0100,2023-10-02 03:29:54 +0100,2023-10-02 03:29:54 +0100,47
2023-10-02 03:40:01 +0100,2023-10-02 03:34:58 +0100,2023-10-02 03:34:58 +0100,52
2023-10-02 03:40:40 +0100,2023-10-02 03:40:39 +0100,2023-10-02 03:40:39 +0100,47
2023-10-02 03:44:57 +0100,2023-10-02 03:41:01 +0100,2023-10-02 03:41:01 +0100,51
2023-10-02 03:50:00 +0100,2023-10-02 03:47:45 +0100,2023-10-02 03:47:45 +0100,50
2023-10-02 04:01:13 +0100,2023-10-02 03:54:23 +0100,2023-10-02 03:54:23 +0100,52
2023-10-02 04:01:13 +0100,2023-10-02 03:55:53 +0100,2023-10-02 03:55:53 +0100,54
2023-10-02 04:04:45 +0100,2023-10-02 04:01:28 +0100,2023-10-02 04:01:28 +0100,52
2023-10-02 04:10:41 +0100,2023-10-02 04:10:40 +0100,2023-10-02 04:10:40 +0100,53
2023-10-02 04:10:41 +0100,2023-10-02 04:09:03 +0100,2023-10-02 04:09:03 +0100,54
2023-10-02 04:14:51 +0100,2023-10-02 04:13:04 +0100,2023-10-02 04:13:04 +0100,53
2023-10-02 04:19:45 +0100,2023-10-02 04:15:17 +0100,2023-10-02 04:15:17 +0100,51
2023-10-02 04:26:57 +0100,2023-10-02 04:24:15 +0100,2023-10-02 04:24:15 +0100,51
2023-10-02 04:36:58 +0100,2023-10-02 04:27:20 +0100,2023-10-02 04:27:20 +0100,51
2023-10-02 04:36:58 +0100,2023-10-02 04:32:42 +0100,2023-10-02 04:32:42 +0100,51
2023-10-02 04:40:41 +0100,2023-10-02 04:40:41 +0100,2023-10-02 04:40:41 +0100,52
2023-10-02 04:44:19 +0100,2023-10-02 04:34:37 +0100,2023-10-02 04:34:37 +0100,51
2023-10-02 04:49:08 +0100,2023-10-02 04:39:45 +0100,2023-10-02 04:39:45 +0100,52
2023-10-02 04:50:01 +0100,2023-10-02 04:49:20 +0100,2023-10-02 04:49:20 +0100,51
2023-10-02 04:55:04 +0100,2023-10-02 04:50:24 +0100,2023-10-02 04:50:24 +0100,51
2023-10-02 05:00:24 +0100,2023-10-02 04:55:00 +0100,2023-10-02 04:55:00 +0100,48
2023-10-02 05:00:25 +0100,2023-10-02 04:59:23 +0100,2023-10-02 04:59:23 +0100,57.1043
2023-10-02 05:05:43 +0100,2023-10-02 04:59:33 +0100,2023-10-02 04:59:33 +0100,49
2023-10-02 05:10:01 +0100,2023-10-02 05:06:30 +0100,2023-10-02 05:06:30 +0100,47
2023-10-02 05:10:42 +0100,2023-10-02 05:10:42 +0100,2023-10-02 05:10:42 +0100,53
2023-10-02 05:15:32 +0100,2023-10-02 05:13:46 +0100,2023-10-02 05:13:46 +0100,52
2023-10-02 05:19:45 +0100,2023-10-02 05:15:26 +0100,2023-10-02 05:15:26 +0100,52
2023-10-02 05:25:01 +0100,2023-10-02 05:23:14 +0100,2023-10-02 05:23:14 +0100,48
2023-10-02 05:29:40 +0100,2023-10-02 05:25:09 +0100,2023-10-02 05:25:09 +0100,48
2023-10-02 05:35:02 +0100,2023-10-02 05:34:11 +0100,2023-10-02 05:34:11 +0100,51
2023-10-02 05:39:51 +0100,2023-10-02 05:38:09 +0100,2023-10-02 05:38:09 +0100,47
2023-10-02 05:42:11 +0100,2023-10-02 05:42:10 +0100,2023-10-02 05:42:10 +0100,58
2023-10-02 05:47:59 +0100,2023-10-02 05:44:07 +0100,2023-10-02 05:44:07 +0100,55
2023-10-02 05:50:00 +0100,2023-10-02 05:45:24 +0100,2023-10-02 05:45:24 +0100,59
2023-10-02 05:54:40 +0100,2023-10-02 05:52:05 +0100,2023-10-02 05:52:05 +0100,51
2023-10-02 06:00:08 +0100,2023-10-02 05:56:23 +0100,2023-10-02 05:56:23 +0100,47
2023-10-02 06:16:14 +0100,2023-10-02 06:00:02 +0100,2023-10-02 06:00:02 +0100,96
2023-10-02 06:23:14 +0100,2023-10-02 06:15:58 +0100,2023-10-02 06:15:58 +0100,62
2023-10-02 06:27:25 +0100,2023-10-02 06:22:39 +0100,2023-10-02 06:22:39 +0100,69
2023-10-02 06:33:12 +0100,2023-10-02 06:25:26 +0100,2023-10-02 06:25:26 +0100,71
2023-10-02 06:35:40 +0100,2023-10-02 06:33:27 +0100,2023-10-02 06:33:27 +0100,58
2023-10-02 06:40:11 +0100,2023-10-02 06:39:18 +0100,2023-10-02 06:39:18 +0100,70
2023-10-02 06:45:54 +0100,2023-10-02 06:41:08 +0100,2023-10-02 06:41:08 +0100,66
2023-10-02 06:51:40 +0100,2023-10-02 06:45:24 +0100,2023-10-02 06:45:24 +0100,64
2023-10-02 07:00:20 +0100,2023-10-02 07:00:03 +0100,2023-10-02 07:00:03 +0100,110
2023-10-02 07:01:45 +0100,2023-10-02 06:50:00 +0100,2023-10-02 06:50:00 +0100,68
2023-10-02 07:05:08 +0100,2023-10-02 07:02:13 +0100,2023-10-02 07:02:13 +0100,76
2023-10-02 07:10:37 +0100,2023-10-02 07:05:15 +0100,2023-10-02 07:05:15 +0100,62
2023-10-02 07:14:45 +0100,2023-10-02 07:10:55 +0100,2023-10-02 07:10:55 +0100,64
2023-10-02 07:19:41 +0100,2023-10-02 07:18:45 +0100,2023-10-02 07:18:45 +0100,66
2023-10-02 07:22:17 +0100,2023-10-02 07:22:16 +0100,2023-10-02 07:22:16 +0100,87
2023-10-02 07:25:21 +0100,2023-10-02 07:25:20 +0100,2023-10-02 07:25:20 +0100,91
2023-10-02 07:27:40 +0100,2023-10-02 07:27:39 +0100,2023-10-02 07:27:39 +0100,93
2023-10-02 07:31:29 +0100,2023-10-02 07:31:28 +0100,2023-10-02 07:31:28 +0100,98
2023-10-02 07:39:47 +0100,2023-10-02 07:38:52 +0100,2023-10-02 07:38:52 +0100,73
2023-10-02 07:44:37 +0100,2023-10-02 07:40:11 +0100,2023-10-02 07:40:11 +0100,67
2023-10-02 07:49:57 +0100,2023-10-02 07:46:11 +0100,2023-10-02 07:46:11 +0100,64
2023-10-02 07:52:48 +0100,2023-10-02 07:51:47 +0100,2023-10-02 07:51:47 +0100,65.3153
2023-10-02 07:55:22 +0100,2023-10-02 07:53:04 +0100,2023-10-02 07:53:04 +0100,64
2023-10-02 08:00:32 +0100,2023-10-02 07:59:27 +0100,2023-10-02 07:59:27 +0100,68
2023-10-02 08:04:52 +0100,2023-10-02 08:01:08 +0100,2023-10-02 08:01:08 +0100,60
2023-10-02 08:12:07 +0100,2023-10-02 08:06:44 +0100,2023-10-02 08:06:44 +0100,58
2023-10-02 08:18:00 +0100,2023-10-02 08:11:51 +0100,2023-10-02 08:11:51 +0100,71
2023-10-02 08:20:18 +0100,2023-10-02 08:15:14 +0100,2023-10-02 08:15:14 +0100,75
2023-10-02 08:27:27 +0100,2023-10-02 08:20:10 +0100,2023-10-02 08:20:10 +0100,64
2023-10-02 08:33:59 +0100,2023-10-02 08:25:48 +0100,2023-10-02 08:25:48 +0100,78
2023-10-02 08:36:26 +0100,2023-10-02 08:34:23 +0100,2023-10-02 08:34:23 +0100,75
2023-10-02 08:50:13 +0100,2023-10-02 08:48:27 +0100,2023-10-02 08:48:27 +0100,75
2023-10-02 09:00:02 +0100,2023-10-02 08:53:15 +0100,2023-10-02 08:53:15 +0100,74
2023-10-02 09:01:19 +0100,2023-10-02 08:57:16 +0100,2023-10-02 08:57:16 +0100,66
2023-10-02 09:07:35 +0100,2023-10-02 09:01:08 +0100,2023-10-02 09:01:08 +0100,72
2023-10-02 09:10:30 +0100,2023-10-02 09:07:53 +0100,2023-10-02 09:07:53 +0100,70
2023-10-02 09:15:18 +0100,2023-10-02 09:11:31 +0100,2023-10-02 09:11:31 +0100,65
2023-10-02 09:21:19 +0100,2023-10-02 09:18:05 +0100,2023-10-02 09:18:05 +0100,79
2023-10-02 09:25:54 +0100,2023-10-02 09:22:51 +0100,2023-10-02 09:22:51 +0100,70
2023-10-02 09:35:38 +0100,2023-10-02 09:24:58 +0100,2023-10-02 09:24:58 +0100,69
2023-10-02 09:35:38 +0100,2023-10-02 09:33:48 +0100,2023-10-02 09:33:48 +0100,71
2023-10-02 09:41:27 +0100,2023-10-02 09:36:25 +0100,2023-10-02 09:36:25 +0100,70
2023-10-02 09:46:01 +0100,2023-10-02 09:39:54 +0100,2023-10-02 09:39:54 +0100,67
2023-10-02 09:47:44 +0100,2023-10-02 09:47:30 +0100,2023-10-02 09:47:30 +0100,107
2023-10-02 09:50:03 +0100,2023-10-02 09:46:00 +0100,2023-10-02 09:46:00 +0100,79
2023-10-02 09:55:48 +0100,2023-10-02 09:53:31 +0100,2023-10-02 09:53:31 +0100,66
2023-10-02 09:55:48 +0100,2023-10-02 09:54:47 +0100,2023-10-02 09:54:47 +0100,73.4228
2023-10-02 10:00:39 +0100,2023-10-02 09:55:38 +0100,2023-10-02 09:55:38 +0100,65
2023-10-02 10:05:59 +0100,2023-10-02 10:00:18 +0100,2023-10-02 10:00:18 +0100,85
2023-10-02 10:12:37 +0100,2023-10-02 10:06:02 +0100,2023-10-02 10:06:02 +0100,81
2023-10-02 10:15:28 +0100,2023-10-02 10:13:16 +0100,2023-10-02 10:13:16 +0100,87
2023-10-02 10:15:49 +0100,2023-10-02 10:15:48 +0100,2023-10-02 10:15:48 +0100,111
2023-10-02 10:23:38 +0100,2023-10-02 10:14:35 +0100,2023-10-02 10:14:35 +0100,93
2023-10-02 10:28:33 +0100,2023-10-02 10:22:35 +0100,2023-10-02 10:22:35 +0100,80
2023-10-02 10:33:57 +0100,2023-10-02 10:25:59 +0100,2023-10-02 10:25:59 +0100,76
2023-10-02 10:37:48 +0100,2023-10-02 10:34:08 +0100,2023-10-02 10:34:08 +0100,66
2023-10-02 10:46:33 +0100,2023-10-02 10:36:04 +0100,2023-10-02 10:36:04 +0100,66
2023-10-02 10:46:33 +0100,2023-10-02 10:43:11 +0100,2023-10-02 10:43:11 +0100,65
2023-10-02 10:52:04 +0100,2023-10-02 10:46:23 +0100,2023-10-02 10:46:23 +0100,64
2023-10-02 10:55:20 +0100,2023-10-02 10:51:32 +0100,2023-10-02 10:51:32 +0100,71
2023-10-02 11:15:38 +0100,2023-10-02 10:58:03 +0100,2023-10-02 10:58:03 +0100,65
2023-10-02 11:37:31 +0100,2023-10-02 11:13:18 +0100,2023-10-02 11:13:18 +0100,106
2023-10-02 11:39:56 +0100,2023-10-02 11:38:05 +0100,2023-10-02 11:38:05 +0100,82
2023-10-02 11:46:10 +0100,2023-10-02 11:42:03 +0100,2023-10-02 11:42:03 +0100,76
2023-10-02 11:52:12 +0100,2023-10-02 11:45:43 +0100,2023-10-02 11:45:43 +0100,77
2023-10-02 11:55:16 +0100,2023-10-02 11:51:43 +0100,2023-10-02 11:51:43 +0100,101
2023-10-02 11:55:24 +0100,2023-10-02 11:55:23 +0100,2023-10-02 11:55:23 +0100,118
2023-10-02 11:55:29 +0100,2023-10-02 11:55:28 +0100,2023-10-02 11:55:28 +0100,113
2023-10-02 11:55:34 +0100,2023-10-02 11:55:30 +0100,2023-10-02 11:55:30 +0100,113
2023-10-02 11:55:39 +0100,2023-10-02 11:55:34 +0100,2023-10-02 11:55:34 +0100,116
2023-10-02 11:55:44 +0100,2023-10-02 11:55:42 +0100,2023-10-02 11:55:42 +0100,117
2023-10-02 11:55:49 +0100,2023-10-02 11:55:45 +0100,2023-10-02 11:55:45 +0100,117
2023-10-02 11:55:54 +0100,2023-10-02 11:55:53 +0100,2023-10-02 11:55:53 +0100,117
2023-10-02 11:55:59 +0100,2023-10-02 11:55:55 +0100,2023-10-02 11:55:55 +0100,117
2023-10-02 11:56:04 +0100,2023-10-02 11:55:59 +0100,2023-10-02 11:55:59 +0100,117
2023-10-02 11:56:09 +0100,2023-10-02 11:56:08 +0100,2023-10-02 11:56:08 +0100,121
2023-10-02 11:56:14 +0100,2023-10-02 11:56:12 +0100,2023-10-02 11:56:12 +0100,122
2023-10-02 11:56:19 +0100,2023-10-02 11:56:18 +0100,2023-10-02 11:56:18 +0100,118
2023-10-02 11:56:24 +0100,2023-10-02 11:56:19 +0100,2023-10-02 11:56:19 +0100,119
2023-10-02 11:56:29 +0100,2023-10-02 11:56:26 +0100,2023-10-02 11:56:26 +0100,121
2023-10-02 11:56:34 +0100,2023-10-02 11:56:33 +0100,2023-10-02 11:56:33 +0100,127
2023-10-02 11:56:39 +0100,2023-10-02 11:56:38 +0100,2023-10-02 11:56:38 +0100,125
2023-10-02 11:56:44 +0100,2023-10-02 11:56:42 +0100,2023-10-02 11:56:42 +0100,124
2023-10-02 11:56:49 +0100,2023-10-02 11:56:48 +0100,2023-10-02 11:56:48 +0100,125
2023-10-02 11:56:54 +0100,2023-10-02 11:56:53 +0100,2023-10-02 11:56:53 +0100,125
2023-10-02 11:56:59 +0100,2023-10-02 11:56:58 +0100,2023-10-02 11:56:58 +0100,127
2023-10-02 11:57:04 +0100,2023-10-02 11:57:02 +0100,2023-10-02 11:57:02 +0100,126
2023-10-02 11:57:09 +0100,2023-10-02 11:57:04 +0100,2023-10-02 11:57:04 +0100,127
2023-10-02 11:57:14 +0100,2023-10-02 11:57:10 +0100,2023-10-02 11:57:10 +0100,129
2023-10-02 11:57:19 +0100,2023-10-02 11:57:14 +0100,2023-10-02 11:57:14 +0100,129
2023-10-02 11:57:24 +0100,2023-10-02 11:57:20 +0100,2023-10-02 11:57:20 +0100,127
2023-10-02 11:57:28 +0100,2023-10-02 11:57:27 +0100,2023-10-02 11:57:27 +0100,122
2023-10-02 11:57:34 +0100,2023-10-02 11:57:29 +0100,2023-10-02 11:57:29 +0100,121
2023-10-02 11:57:39 +0100,2023-10-02 11:57:36 +0100,2023-10-02 11:57:36 +0100,130
2023-10-02 11:57:44 +0100,2023-10-02 11:57:39 +0100,2023-10-02 11:57:39 +0100,131
2023-10-02 11:57:49 +0100,2023-10-02 11:57:48 +0100,2023-10-02 11:57:48 +0100,119
2023-10-02 11:57:54 +0100,2023-10-02 11:57:49 +0100,2023-10-02 11:57:49 +0100,119
2023-10-02 11:57:59 +0100,2023-10-02 11:57:54 +0100,2023-10-02 11:57:54 +0100,120
2023-10-02 11:58:04 +0100,2023-10-02 11:57:59 +0100,2023-10-02 11:57:59 +0100,123
2023-10-02 11:58:09 +0100,2023-10-02 11:58:08 +0100,2023-10-02 11:58:08 +0100,116
2023-10-02 11:58:14 +0100,2023-10-02 11:58:10 +0100,2023-10-02 11:58:10 +0100,116
2023-10-02 11:58:19 +0100,2023-10-02 11:58:16 +0100,2023-10-02 11:58:16 +0100,116
2023-10-02 11:58:24 +0100,2023-10-02 11:58:21 +0100,2023-10-02 11:58:21 +0100,121
2023-10-02 11:58:29 +0100,2023-10-02 11:58:24 +0100,2023-10-02 11:58:24 +0100,121
2023-10-02 11:58:34 +0100,2023-10-02 11:58:32 +0100,2023-10-02 11:58:32 +0100,108
2023-10-02 11:58:39 +0100,2023-10-02 11:58:34 +0100,2023-10-02 11:58:34 +0100,108
2023-10-02 11:58:44 +0100,2023-10-02 11:58:43 +0100,2023-10-02 11:58:43 +0100,107
2023-10-02 11:58:49 +0100,2023-10-02 11:58:45 +0100,2023-10-02 11:58:45 +0100,107
2023-10-02 11:58:54 +0100,2023-10-02 11:58:53 +0100,2023-10-02 11:58:53 +0100,119
2023-10-02 11:58:59 +0100,2023-10-02 11:58:57 +0100,2023-10-02 11:58:57 +0100,118
2023-10-02 11:59:04 +0100,2023-10-02 11:58:59 +0100,2023-10-02 11:58:59 +0100,116
2023-10-02 11:59:09 +0100,2023-10-02 11:59:05 +0100,2023-10-02 11:59:05 +0100,112
2023-10-02 11:59:14 +0100,2023-10-02 11:59:09 +0100,2023-10-02 11:59:09 +0100,114
2023-10-02 11:59:19 +0100,2023-10-02 11:59:18 +0100,2023-10-02 11:59:18 +0100,121
2023-10-02 11:59:24 +0100,2023-10-02 11:59:21 +0100,2023-10-02 11:59:21 +0100,122
2023-10-02 11:59:29 +0100,2023-10-02 11:59:28 +0100,2023-10-02 11:59:28 +0100,117
2023-10-02 11:59:34 +0100,2023-10-02 11:59:31 +0100,2023-10-02 11:59:31 +0100,117
2023-10-02 11:59:39 +0100,2023-10-02 11:59:34 +0100,2023-10-02 11:59:34 +0100,115
2023-10-02 11:59:44 +0100,2023-10-02 11:59:39 +0100,2023-10-02 11:59:39 +0100,116
2023-10-02 11:59:49 +0100,2023-10-02 11:59:44 +0100,2023-10-02 11:59:44 +0100,115
2023-10-02 11:59:53 +0100,2023-10-02 11:59:53 +0100,2023-10-02 11:59:53 +0100,114
2023-10-02 11:59:59 +0100,2023-10-02 11:59:55 +0100,2023-10-02 11:59:55 +0100,114
2023-10-02 12:00:04 +0100,2023-10-02 12:00:03 +0100,2023-10-02 12:00:03 +0100,114
2023-10-02 12:00:09 +0100,2023-10-02 12:00:04 +0100,2023-10-02 12:00:04 +0100,114
2023-10-02 12:00:13 +0100,2023-10-02 12:00:13 +0100,2023-10-02 12:00:13 +0100,113
2023-10-02 12:00:19 +0100,2023-10-02 12:00:17 +0100,2023-10-02 12:00:17 +0100,115
2023-10-02 12:00:24 +0100,2023-10-02 12:00:21 +0100,2023-10-02 12:00:21 +0100,117
2023-10-02 12:00:29 +0100,2023-10-02 12:00:24 +0100,2023-10-02 12:00:24 +0100,118
2023-10-02 12:00:34 +0100,2023-10-02 12:00:29 +0100,2023-10-02 12:00:29 +0100,118
2023-10-02 12:00:39 +0100,2023-10-02 12:00:34 +0100,2023-10-02 12:00:34 +0100,118
2023-10-02 12:00:44 +0100,2023-10-02 12:00:43 +0100,2023-10-02 12:00:43 +0100,118
2023-10-02 12:00:49 +0100,2023-10-02 12:00:45 +0100,2023-10-02 12:00:45 +0100,118
